2025-10-17 11:07:10,199 - INFO: --- Training Interval[0]: (-4.0, -2.96875) ---
2025-10-17 11:07:10,202 - INFO:   Interval 0, Epoch    0, Loss: 3.010e-06, LR: 1.00e-03
2025-10-17 11:07:59,720 - INFO:   Interval 6, Epoch 2000, Loss: 5.939e-04, LR: 6.55e-04
2025-10-17 11:08:00,554 - INFO:   Interval 6, Epoch 2500, Loss: 2.133e-04, LR: 5.00e-04
2025-10-17 11:08:01,326 - INFO:   Interval 6, Epoch 3000, Loss: 2.133e-04, LR: 3.46e-04
2025-10-17 11:08:02,103 - INFO:   Interval 6, Epoch 3500, Loss: 2.133e-04, LR: 2.07e-04
2025-10-17 11:08:02,867 - INFO:   Interval 6, Epoch 4000, Loss: 5.939e-04, LR: 9.62e-05
2025-10-17 11:08:03,667 - INFO:   Interval 6, Epoch 4500, Loss: 2.133e-04, LR: 2.54e-05
2025-10-17 11:08:04,409 - INFO:   Interval 6, Epoch 4999, Loss: 5.939e-04, LR: 1.00e-06
2025-10-17 11:08:04,409 - INFO: --- Training Interval[7]: (2.78125, 4.0) ---
2025-10-17 11:08:04,412 - INFO:   Interval 7, Epoch    0, Loss: 8.588e-04, LR: 1.00e-03
2025-10-17 11:08:05,165 - INFO:   Interval 7, Epoch  500, Loss: 1.893e-04, LR: 9.75e-04
2025-10-17 11:08:05,907 - INFO:   Interval 7, Epoch 1000, Loss: 1.564e-03, LR: 9.04e-04
2025-10-17 11:08:06,647 - INFO:   Interval 7, Epoch 1500, Loss: 1.893e-04, LR: 7.94e-04
2025-10-17 11:08:07,447 - INFO:   Interval 7, Epoch 2000, Loss: 1.893e-04, LR: 6.55e-04
2025-10-17 11:08:08,285 - INFO:   Interval 7, Epoch 2500, Loss: 1.564e-03, LR: 5.00e-04
2025-10-17 11:08:09,028 - INFO:   Interval 7, Epoch 3000, Loss: 1.893e-04, LR: 3.46e-04
2025-10-17 11:08:09,762 - INFO:   Interval 7, Epoch 3500, Loss: 1.893e-04, LR: 2.07e-04
2025-10-17 11:08:10,514 - INFO:   Interval 7, Epoch 4000, Loss: 1.893e-04, LR: 9.62e-05
2025-10-17 11:08:11,289 - INFO:   Interval 7, Epoch 4500, Loss: 1.564e-03, LR: 2.54e-05
2025-10-17 11:08:12,051 - INFO:   Interval 7, Epoch 4999, Loss: 1.893e-04, LR: 1.00e-06
2025-10-17 11:08:14,330 - INFO: Final MAE: 6.242e-03, MSE: 7.019e-05
2025-10-17 11:08:14,335 - INFO: Deployable parameters saved to: log/gelu/qpwl_e8b8.json
