2025-10-17 11:36:55,334 - INFO: --- Training Interval[0]: (0.25, 0.28125) ---
2025-10-17 11:36:55,336 - INFO:   Interval 0, Epoch    0, Loss: 3.740e-05, LR: 1.00e-03
2025-10-17 11:36:56,101 - INFO:   Interval 0, Epoch  500, Loss: 6.347e-04, LR: 9.75e-04
2025-10-17 11:36:56,899 - INFO:   Interval 0, Epoch 1000, Loss: 3.740e-05, LR: 9.04e-04
2025-10-17 11:36:57,702 - INFO:   Interval 0, Epoch 1500, Loss: 5.635e-06, LR: 7.94e-04
2025-10-17 11:36:58,440 - INFO:   Interval 0, Epoch 2000, Loss: 5.635e-06, LR: 6.55e-04
2025-10-17 11:36:59,197 - INFO:   Interval 0, Epoch 2500, Loss: 5.635e-06, LR: 5.00e-04
2025-10-17 11:37:00,010 - INFO:   Interval 0, Epoch 3000, Loss: 5.635e-06, LR: 3.46e-04
2025-10-17 11:37:00,816 - INFO:   Interval 0, Epoch 3500, Loss: 3.740e-05, LR: 2.07e-04
2025-10-17 11:37:01,594 - INFO:   Interval 0, Epoch 4000, Loss: 5.635e-06, LR: 9.62e-05
2025-10-17 11:37:02,409 - INFO:   Interval 0, Epoch 4500, Loss: 5.635e-06, LR: 2.54e-05
2025-10-17 11:37:03,293 - INFO:   Interval 0, Epoch 4999, Loss: 5.635e-06, LR: 1.00e-06
2025-10-17 11:37:03,294 - INFO: --- Training Interval[1]: (0.28125, 0.375) ---
2025-10-17 11:37:03,296 - INFO:   Interval 1, Epoch    0, Loss: 6.005e-04, LR: 1.00e-03
2025-10-17 11:37:04,030 - INFO:   Interval 1, Epoch  500, Loss: 6.005e-04, LR: 9.75e-04
2025-10-17 11:37:04,754 - INFO:   Interval 1, Epoch 1000, Loss: 6.659e-05, LR: 9.04e-04
2025-10-17 11:37:05,598 - INFO:   Interval 1, Epoch 1500, Loss: 6.659e-05, LR: 7.94e-04
2025-10-17 11:37:06,350 - INFO:   Interval 1, Epoch 2000, Loss: 6.659e-05, LR: 6.55e-04
2025-10-17 11:37:07,078 - INFO:   Interval 1, Epoch 2500, Loss: 2.691e-05, LR: 5.00e-04
2025-10-17 11:37:07,818 - INFO:   Interval 1, Epoch 3000, Loss: 2.691e-05, LR: 3.46e-04
2025-10-17 11:37:08,623 - INFO:   Interval 1, Epoch 3500, Loss: 6.659e-05, LR: 2.07e-04
2025-10-17 11:37:09,476 - INFO:   Interval 1, Epoch 4000, Loss: 2.691e-05, LR: 9.62e-05
2025-10-17 11:37:10,304 - INFO:   Interval 1, Epoch 4500, Loss: 2.691e-05, LR: 2.54e-05
2025-10-17 11:37:11,068 - INFO:   Interval 1, Epoch 4999, Loss: 2.691e-05, LR: 1.00e-06
2025-10-17 11:37:11,068 - INFO: --- Training Interval[2]: (0.375, 0.5) ---
2025-10-17 11:37:11,070 - INFO:   Interval 2, Epoch    0, Loss: 1.242e-05, LR: 1.00e-03
2025-10-17 11:37:11,856 - INFO:   Interval 2, Epoch  500, Loss: 1.242e-05, LR: 9.75e-04
2025-10-17 11:37:12,652 - INFO:   Interval 2, Epoch 1000, Loss: 1.242e-05, LR: 9.04e-04
2025-10-17 11:37:13,470 - INFO:   Interval 2, Epoch 1500, Loss: 1.242e-05, LR: 7.94e-04
